Time of transition,PID,Old State,New State
598,1003,RUNNING,WAITING
598,1002,READY,RUNNING
603,1005,WAITING,READY
606,1002,RUNNING,WAITING
606,1005,READY,RUNNING
608,1003,WAITING,READY
611,1005,RUNNING,WAITING
611,1003,READY,RUNNING
616,1003,RUNNING,WAITING
616,1001,READY,RUNNING
618,1004,WAITING,READY
621,1001,RUNNING,WAITING
621,1005,WAITING,READY
621,1005,READY,RUNNING
626,1005,RUNNING,WAITING
626,1002,WAITING,READY
626,1003,WAITING,READY
626,1004,READY,RUNNING
631,1001,WAITING,READY
636,1004,RUNNING,WAITING
636,1005,WAITING,READY
636,1005,READY,RUNNING
641,1005,RUNNING,WAITING
641,1003,READY,RUNNING
646,1003,RUNNING,WAITING
646,1002,READY,RUNNING
651,1005,WAITING,READY
654,1002,RUNNING,WAITING
654,1005,READY,RUNNING
656,1003,WAITING,READY
659,1005,RUNNING,WAITING
659,1003,READY,RUNNING
664,1003,RUNNING,WAITING
664,1001,READY,RUNNING
666,1004,WAITING,READY
669,1001,RUNNING,WAITING
669,1005,WAITING,READY
669,1005,READY,RUNNING
674,1005,RUNNING,WAITING
674,1002,WAITING,READY
674,1003,WAITING,READY
674,1004,READY,RUNNING
679,1001,WAITING,READY
684,1004,RUNNING,WAITING
684,1005,WAITING,READY
684,1005,READY,RUNNING
689,1005,RUNNING,WAITING
689,1003,READY,RUNNING
694,1003,RUNNING,WAITING
694,1002,READY,RUNNING
699,1005,WAITING,READY
702,1002,RUNNING,WAITING
702,1005,READY,RUNNING
704,1003,WAITING,READY
707,1005,RUNNING,TERMINATED
707,1003,READY,RUNNING
712,1003,RUNNING,WAITING
712,1001,READY,RUNNING
714,1004,WAITING,READY
717,1001,RUNNING,WAITING
717,1004,READY,RUNNING
722,1002,WAITING,READY
722,1003,WAITING,READY
727,1004,RUNNING,WAITING
727,1001,WAITING,READY
727,1003,READY,RUNNING
732,1003,RUNNING,WAITING
732,1002,READY,RUNNING
740,1002,RUNNING,WAITING
740,1001,READY,RUNNING
742,1003,WAITING,READY
745,1001,RUNNING,TERMINATED
745,1003,READY,RUNNING
750,1003,RUNNING,WAITING
757,1004,WAITING,READY
757,1004,READY,RUNNING
760,1002,WAITING,READY
760,1003,WAITING,READY
767,1004,RUNNING,WAITING
767,1003,READY,RUNNING
772,1003,RUNNING,TERMINATED
772,1002,READY,RUNNING
780,1002,RUNNING,WAITING
797,1004,WAITING,READY
797,1004,READY,RUNNING
800,1002,WAITING,READY
807,1004,RUNNING,WAITING
807,1002,READY,RUNNING
815,1002,RUNNING,WAITING
835,1002,WAITING,READY
835,1002,READY,RUNNING
837,1004,WAITING,READY
843,1002,RUNNING,WAITING
843,1004,READY,RUNNING
853,1004,RUNNING,WAITING
863,1002,WAITING,READY
863,1002,READY,RUNNING
871,1002,RUNNING,WAITING
883,1004,WAITING,READY
883,1004,READY,RUNNING
891,1002,WAITING,READY
893,1004,RUNNING,WAITING
893,1002,READY,RUNNING
901,1002,RUNNING,WAITING
921,1002,WAITING,READY
921,1002,READY,RUNNING
923,1004,WAITING,READY
925,1002,RUNNING,TERMINATED
925,1004,READY,RUNNING
935,1004,RUNNING,WAITING
965,1004,WAITING,READY
965,1004,READY,RUNNING
975,1004,RUNNING,WAITING
1005,1004,WAITING,READY
1005,1004,READY,RUNNING
1015,1004,RUNNING,TERMINATED
