Time of transition,PID,Old State,New State
1315,1002,RUNNING,WAITING
1325,1002,WAITING,READY
1325,1002,READY,RUNNING
1330,1002,RUNNING,TERMINATED
1330,1003,NEW,READY
1330,1003,READY,RUNNING
1335,1003,RUNNING,WAITING
1345,1003,WAITING,READY
1345,1003,READY,RUNNING
1350,1003,RUNNING,WAITING
1360,1003,WAITING,READY
1360,1003,READY,RUNNING
1365,1003,RUNNING,WAITING
1375,1003,WAITING,READY
1375,1003,READY,RUNNING
1380,1003,RUNNING,WAITING
1390,1003,WAITING,READY
1390,1003,READY,RUNNING
1395,1003,RUNNING,WAITING
1405,1003,WAITING,READY
1405,1003,READY,RUNNING
1410,1003,RUNNING,WAITING
1420,1003,WAITING,READY
1420,1003,READY,RUNNING
1425,1003,RUNNING,WAITING
1435,1003,WAITING,READY
1435,1003,READY,RUNNING
1440,1003,RUNNING,WAITING
1450,1003,WAITING,READY
1450,1003,READY,RUNNING
1455,1003,RUNNING,WAITING
1465,1003,WAITING,READY
1465,1003,READY,RUNNING
1470,1003,RUNNING,WAITING
1480,1003,WAITING,READY
1480,1003,READY,RUNNING
1485,1003,RUNNING,WAITING
1495,1003,WAITING,READY
1495,1003,READY,RUNNING
1500,1003,RUNNING,WAITING
1510,1003,WAITING,READY
1510,1003,READY,RUNNING
1515,1003,RUNNING,WAITING
1525,1003,WAITING,READY
1525,1003,READY,RUNNING
1530,1003,RUNNING,WAITING
1540,1003,WAITING,READY
1540,1003,READY,RUNNING
1545,1003,RUNNING,WAITING
1555,1003,WAITING,READY
1555,1003,READY,RUNNING
1560,1003,RUNNING,WAITING
1570,1003,WAITING,READY
1570,1003,READY,RUNNING
1575,1003,RUNNING,WAITING
1585,1003,WAITING,READY
1585,1003,READY,RUNNING
1590,1003,RUNNING,WAITING
1600,1003,WAITING,READY
1600,1003,READY,RUNNING
1605,1003,RUNNING,WAITING
1615,1003,WAITING,READY
1615,1003,READY,RUNNING
1620,1003,RUNNING,WAITING
1630,1003,WAITING,READY
1630,1003,READY,RUNNING
1635,1003,RUNNING,WAITING
1645,1003,WAITING,READY
1645,1003,READY,RUNNING
1650,1003,RUNNING,WAITING
1660,1003,WAITING,READY
1660,1003,READY,RUNNING
1665,1003,RUNNING,WAITING
1675,1003,WAITING,READY
1675,1003,READY,RUNNING
1680,1003,RUNNING,WAITING
1690,1003,WAITING,READY
1690,1003,READY,RUNNING
1695,1003,RUNNING,WAITING
1705,1003,WAITING,READY
1705,1003,READY,RUNNING
1710,1003,RUNNING,WAITING
1720,1003,WAITING,READY
1720,1003,READY,RUNNING
1725,1003,RUNNING,WAITING
1735,1003,WAITING,READY
1735,1003,READY,RUNNING
1740,1003,RUNNING,WAITING
1750,1003,WAITING,READY
1750,1003,READY,RUNNING
1755,1003,RUNNING,WAITING
1765,1003,WAITING,READY
1765,1003,READY,RUNNING
1770,1003,RUNNING,TERMINATED
1770,1004,NEW,READY
1770,1004,READY,RUNNING
1775,1004,RUNNING,WAITING
1785,1004,WAITING,READY
1785,1004,READY,RUNNING
1790,1004,RUNNING,WAITING
1800,1004,WAITING,READY
1800,1004,READY,RUNNING
1805,1004,RUNNING,WAITING
1815,1004,WAITING,READY
1815,1004,READY,RUNNING
1820,1004,RUNNING,WAITING
1830,1004,WAITING,READY
1830,1004,READY,RUNNING
1835,1004,RUNNING,WAITING
1845,1004,WAITING,READY
1845,1004,READY,RUNNING
1850,1004,RUNNING,WAITING
1860,1004,WAITING,READY
1860,1004,READY,RUNNING
1865,1004,RUNNING,WAITING
1875,1004,WAITING,READY
1875,1004,READY,RUNNING
1880,1004,RUNNING,WAITING
1890,1004,WAITING,READY
1890,1004,READY,RUNNING
1895,1004,RUNNING,WAITING
1905,1004,WAITING,READY
1905,1004,READY,RUNNING
1910,1004,RUNNING,WAITING
1920,1004,WAITING,READY
1920,1004,READY,RUNNING
1925,1004,RUNNING,WAITING
1935,1004,WAITING,READY
1935,1004,READY,RUNNING
1940,1004,RUNNING,WAITING
1950,1004,WAITING,READY
1950,1004,READY,RUNNING
1955,1004,RUNNING,WAITING
1965,1004,WAITING,READY
1965,1004,READY,RUNNING
1970,1004,RUNNING,WAITING
1980,1004,WAITING,READY
1980,1004,READY,RUNNING
1985,1004,RUNNING,WAITING
1995,1004,WAITING,READY
1995,1004,READY,RUNNING
2000,1004,RUNNING,WAITING
2010,1004,WAITING,READY
2010,1004,READY,RUNNING
2015,1004,RUNNING,WAITING
2025,1004,WAITING,READY
2025,1004,READY,RUNNING
2030,1004,RUNNING,WAITING
2040,1004,WAITING,READY
2040,1004,READY,RUNNING
2045,1004,RUNNING,WAITING
2055,1004,WAITING,READY
2055,1004,READY,RUNNING
2060,1004,RUNNING,WAITING
2070,1004,WAITING,READY
2070,1004,READY,RUNNING
2075,1004,RUNNING,WAITING
2085,1004,WAITING,READY
2085,1004,READY,RUNNING
2090,1004,RUNNING,WAITING
2100,1004,WAITING,READY
2100,1004,READY,RUNNING
2105,1004,RUNNING,WAITING
2115,1004,WAITING,READY
2115,1004,READY,RUNNING
2120,1004,RUNNING,WAITING
2130,1004,WAITING,READY
2130,1004,READY,RUNNING
2135,1004,RUNNING,WAITING
2145,1004,WAITING,READY
2145,1004,READY,RUNNING
2150,1004,RUNNING,WAITING
2160,1004,WAITING,READY
2160,1004,READY,RUNNING
2165,1004,RUNNING,WAITING
2175,1004,WAITING,READY
2175,1004,READY,RUNNING
2180,1004,RUNNING,WAITING
2190,1004,WAITING,READY
2190,1004,READY,RUNNING
2195,1004,RUNNING,WAITING
2205,1004,WAITING,READY
2205,1004,READY,RUNNING
2210,1004,RUNNING,WAITING
2220,1004,WAITING,READY
2220,1004,READY,RUNNING
2225,1004,RUNNING,WAITING
2235,1004,WAITING,READY
2235,1004,READY,RUNNING
2240,1004,RUNNING,WAITING
2250,1004,WAITING,READY
2250,1004,READY,RUNNING
2255,1004,RUNNING,WAITING
2265,1004,WAITING,READY
2265,1004,READY,RUNNING
2270,1004,RUNNING,WAITING
2280,1004,WAITING,READY
2280,1004,READY,RUNNING
2285,1004,RUNNING,WAITING
2295,1004,WAITING,READY
2295,1004,READY,RUNNING
2300,1004,RUNNING,WAITING
2310,1004,WAITING,READY
2310,1004,READY,RUNNING
2315,1004,RUNNING,WAITING
2325,1004,WAITING,READY
2325,1004,READY,RUNNING
2330,1004,RUNNING,WAITING
2340,1004,WAITING,READY
2340,1004,READY,RUNNING
2345,1004,RUNNING,WAITING
2355,1004,WAITING,READY
2355,1004,READY,RUNNING
2360,1004,RUNNING,TERMINATED
2360,1005,NEW,READY
2360,1005,READY,RUNNING
2365,1005,RUNNING,WAITING
2375,1005,WAITING,READY
2375,1005,READY,RUNNING
2380,1005,RUNNING,WAITING
2390,1005,WAITING,READY
2390,1005,READY,RUNNING
2395,1005,RUNNING,WAITING
2405,1005,WAITING,READY
2405,1005,READY,RUNNING
2410,1005,RUNNING,WAITING
2420,1005,WAITING,READY
2420,1005,READY,RUNNING
2425,1005,RUNNING,WAITING
2435,1005,WAITING,READY
2435,1005,READY,RUNNING
2440,1005,RUNNING,WAITING
2450,1005,WAITING,READY
2450,1005,READY,RUNNING
2455,1005,RUNNING,WAITING
2465,1005,WAITING,READY
2465,1005,READY,RUNNING
2470,1005,RUNNING,WAITING
2480,1005,WAITING,READY
2480,1005,READY,RUNNING
2485,1005,RUNNING,WAITING
2495,1005,WAITING,READY
2495,1005,READY,RUNNING
2500,1005,RUNNING,WAITING
2510,1005,WAITING,READY
2510,1005,READY,RUNNING
2515,1005,RUNNING,WAITING
2525,1005,WAITING,READY
2525,1005,READY,RUNNING
2530,1005,RUNNING,WAITING
2540,1005,WAITING,READY
2540,1005,READY,RUNNING
2545,1005,RUNNING,WAITING
2555,1005,WAITING,READY
2555,1005,READY,RUNNING
2560,1005,RUNNING,WAITING
2570,1005,WAITING,READY
2570,1005,READY,RUNNING
2575,1005,RUNNING,WAITING
2585,1005,WAITING,READY
2585,1005,READY,RUNNING
2590,1005,RUNNING,WAITING
2600,1005,WAITING,READY
2600,1005,READY,RUNNING
2605,1005,RUNNING,WAITING
2615,1005,WAITING,READY
2615,1005,READY,RUNNING
2620,1005,RUNNING,WAITING
2630,1005,WAITING,READY
2630,1005,READY,RUNNING
2635,1005,RUNNING,WAITING
2645,1005,WAITING,READY
2645,1005,READY,RUNNING
2650,1005,RUNNING,WAITING
2660,1005,WAITING,READY
2660,1005,READY,RUNNING
2665,1005,RUNNING,WAITING
2675,1005,WAITING,READY
2675,1005,READY,RUNNING
2680,1005,RUNNING,WAITING
2690,1005,WAITING,READY
2690,1005,READY,RUNNING
2695,1005,RUNNING,WAITING
2705,1005,WAITING,READY
2705,1005,READY,RUNNING
2710,1005,RUNNING,WAITING
2720,1005,WAITING,READY
2720,1005,READY,RUNNING
2725,1005,RUNNING,WAITING
2735,1005,WAITING,READY
2735,1005,READY,RUNNING
2740,1005,RUNNING,WAITING
2750,1005,WAITING,READY
2750,1005,READY,RUNNING
2755,1005,RUNNING,WAITING
2765,1005,WAITING,READY
2765,1005,READY,RUNNING
2770,1005,RUNNING,WAITING
2780,1005,WAITING,READY
2780,1005,READY,RUNNING
2785,1005,RUNNING,WAITING
2795,1005,WAITING,READY
2795,1005,READY,RUNNING
2800,1005,RUNNING,TERMINATED
